part_serial_number,FT_Length_mm,FT_length_category,F_or_B,Layer,Module,PEB_type,Quadrant,Row,SU_Module,SU_Row,SU_type,Vessel
V2:L2:Q1:R19:M5,195.4,54,B,2,5,1F,1,19,5,3,BO12,2
V2:L2:Q1:R19:M4,154.3,56,B,2,4,1F,1,19,4,3,BO12,2
V2:L2:Q1:R19:M3,113.1,58,B,2,3,1F,1,19,3,3,BO12,2
V2:L2:Q1:R19:M2,71.8,60,B,2,2,1F,1,19,2,3,BO12,2
V2:L0:Q0:R1:M8,300.5,45,F,0,8,1F,0,1,3,1,FM02,2
V2:L0:Q0:R1:M7,265.5,49,F,0,7,1F,0,1,2,1,FM02,2
V2:L0:Q0:R1:M6,230.5,52,F,0,6,1F,0,1,1,1,FM02,2
V2:L0:Q0:R1:M5,195.4,54,F,0,5,1F,0,1,5,1,FO01,2
V2:L0:Q0:R1:M4,154.3,56,F,0,4,1F,0,1,4,1,FO01,2
V2:L0:Q0:R1:M3,113.1,58,F,0,3,1F,0,1,3,1,FO01,2
V2:L0:Q0:R1:M2,71.8,60,F,0,2,1F,0,1,2,1,FO01,2
V2:L0:Q0:R1:M1,30.7,62,F,0,1,1F,0,1,1,1,FO01,2
V2:L3:Q3:R8:M8,355.2,39,F,3,8,3F,3,8,2,1,FM06,2
V2:L3:Q3:R8:M7,320.2,42,F,3,7,3F,3,8,1,1,FM06,2
V2:L3:Q3:R8:M6,277.7,47,F,3,6,3F,3,8,2,1,FM05,2
V2:L3:Q3:R8:M5,236.6,51,F,3,5,3F,3,8,1,1,FM05,2
V2:L3:Q3:R8:M4,195.4,54,F,3,4,3F,3,8,4,1,FO04,2
V2:L3:Q3:R17:M10,390.3,36,F,3,10,2B,3,17,5,1,FM10,2
V2:L3:Q3:R17:M9,355.2,39,F,3,9,2B,3,17,4,1,FM10,2
V2:L3:Q3:R17:M8,320.2,42,F,3,8,2B,3,17,3,1,FM10,2
V2:L3:Q3:R17:M7,285.1,46,F,3,7,2B,3,17,2,1,FM10,2
V2:L3:Q3:R17:M6,250.1,50,F,3,6,2B,3,17,1,1,FM10,2
V2:L3:Q3:R17:M5,208.9,53,F,3,5,2B,3,17,5,1,FO10,2
V2:L3:Q3:R17:M4,167.8,55,F,3,4,2B,3,17,4,1,FO10,2
V2:L3:Q3:R17:M3,126.6,57,F,3,3,2B,3,17,3,1,FO10,2
V2:L0:Q0:R2:M18,645.5,3,F,0,18,1F,0,2,4,2,FI01,2
V2:L0:Q0:R2:M17,613.3,8,F,0,17,1F,0,2,3,2,FI01,2
V2:L3:Q3:R8:M3,154.3,56,F,3,3,3F,3,8,3,1,FO04,2
V2:L3:Q3:R8:M2,113.1,58,F,3,2,3F,3,8,2,1,FO04,2
V2:L3:Q3:R8:M1,71.8,60,F,3,1,3F,3,8,1,1,FO04,2
V2:L3:Q3:R9:M8,355.2,39,F,3,8,3F,3,9,4,2,FO05,2
V2:L3:Q3:R9:M7,312.8,43,F,3,7,3F,3,9,3,2,FO05,2
V2:L3:Q3:R9:M6,277.7,47,F,3,6,3F,3,9,2,2,FO05,2
V2:L3:Q3:R9:M5,236.6,51,F,3,5,3F,3,9,1,2,FO05,2
V2:L3:Q3:R17:M2,85.4,59,F,3,2,2B,3,17,2,1,FO10,2
V2:L3:Q3:R17:M1,44.2,61,F,3,1,2B,3,17,1,1,FO10,2
V2:L3:Q3:R18:M16,600.5,11,F,3,16,2B,3,18,2,2,FI10,2
V2:L3:Q3:R18:M15,565.5,17,F,3,15,2B,3,18,1,2,FI10,2
V2:L3:Q3:R18:M14,530.4,23,F,3,14,2B,3,18,4,2,FM09,2
V2:L3:Q3:R18:M13,495.4,27,F,3,13,2B,3,18,3,2,FM09,2
V2:L3:Q3:R18:M12,460.4,30,F,3,12,2B,3,18,2,2,FM09,2
V2:L0:Q0:R5:M5,195.4,54,F,0,5,2F,0,5,5,2,FO02,2
V2:L0:Q0:R5:M4,154.3,56,F,0,4,2F,0,5,4,2,FO02,2
V2:L0:Q0:R5:M3,113.1,58,F,0,3,2F,0,5,3,2,FO02,2
V2:L0:Q0:R5:M2,71.8,60,F,0,2,2F,0,5,2,2,FO02,2
V2:L0:Q0:R5:M1,30.7,62,F,0,1,2F,0,5,1,2,FO02,2
V2:L0:Q0:R6:M12,446.8,31,F,0,12,2F,0,6,6,1,FM05,2
V2:L0:Q0:R6:M11,411.8,34,F,0,11,2F,0,6,5,1,FM05,2
V2:L0:Q0:R6:M10,376.7,37,F,0,10,2F,0,6,4,1,FM05,2
V2:L0:Q0:R16:M7,285.1,46,F,0,7,2B,0,16,2,2,FM08,2
V2:L0:Q0:R16:M6,250.1,50,F,0,6,2B,0,16,1,2,FM08,2
V2:L0:Q0:R16:M5,208.9,53,F,0,5,2B,0,16,5,2,FO08,2
V2:L0:Q0:R16:M4,167.8,55,F,0,4,2B,0,16,4,2,FO08,2
V2:L0:Q0:R16:M3,126.6,57,F,0,3,2B,0,16,3,2,FO08,2
V2:L0:Q0:R16:M2,85.4,59,F,0,2,2B,0,16,2,2,FO08,2
V2:L3:Q3:R9:M4,195.4,54,F,3,4,3F,3,9,4,2,FO04,2
V2:L3:Q3:R18:M11,425.3,33,F,3,11,2B,3,18,1,2,FM09,2
V2:L3:Q3:R18:M10,390.3,36,F,3,10,2B,3,18,5,2,FM10,2
V2:L3:Q3:R18:M9,355.2,39,F,3,9,2B,3,18,4,2,FM10,2
V2:L3:Q3:R18:M8,320.2,42,F,3,8,2B,3,18,3,2,FM10,2
V2:L3:Q3:R18:M7,285.1,46,F,3,7,2B,3,18,2,2,FM10,2
V2:L3:Q3:R18:M6,250.1,50,F,3,6,2B,3,18,1,2,FM10,2
V2:L3:Q3:R18:M5,208.9,53,F,3,5,2B,3,18,5,2,FO10,2
V2:L0:Q0:R16:M1,44.2,61,F,0,1,2B,0,16,1,2,FO08,2
V2:L0:Q0:R17:M14,530.4,23,F,0,14,2B,0,17,4,1,FM09,2
V2:L0:Q0:R17:M13,495.4,27,F,0,13,2B,0,17,3,1,FM09,2
V2:L0:Q0:R17:M12,460.4,30,F,0,12,2B,0,17,2,1,FM09,2
V2:L0:Q0:R17:M11,425.3,33,F,0,11,2B,0,17,1,1,FM09,2
V2:L0:Q0:R2:M16,581.2,13,F,0,16,1F,0,2,2,2,FI01,2
V2:L0:Q0:R2:M15,549.1,19,F,0,15,1F,0,2,1,2,FI01,2
V2:L0:Q0:R2:M14,516.9,24,F,0,14,1F,0,2,5,2,FM01,2
V2:L0:Q0:R2:M13,481.9,28,F,0,13,1F,0,2,4,2,FM01,2
V2:L0:Q0:R2:M12,446.8,31,F,0,12,1F,0,2,3,2,FM01,2
V2:L0:Q0:R2:M11,411.8,34,F,0,11,1F,0,2,2,2,FM01,2
V2:L0:Q0:R2:M10,376.7,37,F,0,10,1F,0,2,1,2,FM01,2
V2:L3:Q3:R9:M3,154.3,56,F,3,3,3F,3,9,3,2,FO04,2
V2:L3:Q3:R9:M2,113.1,58,F,3,2,3F,3,9,2,2,FO04,2
V2:L3:Q3:R9:M1,71.8,60,F,3,1,3F,3,9,1,2,FO04,2
V2:L3:Q3:R10:M7,312.8,43,F,3,7,3F,3,10,4,3,FO05,2
V2:L3:Q3:R18:M4,167.8,55,F,3,4,2B,3,18,4,2,FO10,2
V2:L3:Q3:R18:M3,126.6,57,F,3,3,2B,3,18,3,2,FO10,2
V2:L3:Q3:R18:M2,85.4,59,F,3,2,2B,3,18,2,2,FO10,2
V2:L3:Q3:R18:M1,44.2,61,F,3,1,2B,3,18,1,2,FO10,2
V2:L3:Q3:R19:M18,649.0,2,F,3,18,1B,3,19,4,1,FI12,2
V2:L3:Q3:R19:M17,614.5,7,F,3,17,1B,3,19,3,1,FI12,2
V2:L3:Q3:R19:M16,579.9,14,F,3,16,1B,3,19,2,1,FI12,2
V2:L0:Q0:R6:M9,341.7,40,F,0,9,2F,0,6,3,1,FM05,2
V2:L0:Q0:R6:M8,306.6,44,F,0,8,2F,0,6,2,1,FM05,2
V2:L0:Q0:R6:M7,271.6,48,F,0,7,2F,0,6,1,1,FM05,2
V2:L0:Q0:R6:M6,236.6,51,F,0,6,2F,0,6,6,1,FO03,2
V2:L0:Q0:R6:M5,195.4,54,F,0,5,2F,0,6,5,1,FO03,2
V2:L0:Q0:R6:M4,154.3,56,F,0,4,2F,0,6,4,1,FO03,2
V2:L0:Q0:R6:M3,113.1,58,F,0,3,2F,0,6,3,1,FO03,2
V2:L0:Q0:R2:M9,341.7,40,F,0,9,1F,0,2,4,2,FM02,2
V2:L0:Q0:R2:M8,306.6,44,F,0,8,1F,0,2,3,2,FM02,2
V2:L0:Q0:R2:M7,271.6,48,F,0,7,1F,0,2,2,2,FM02,2
V2:L0:Q0:R2:M6,236.6,51,F,0,6,1F,0,2,1,2,FM02,2
V2:L0:Q0:R2:M5,195.4,54,F,0,5,1F,0,2,5,2,FO01,2
V2:L0:Q0:R2:M4,154.3,56,F,0,4,1F,0,2,4,2,FO01,2
V2:L0:Q0:R2:M3,113.1,58,F,0,3,1F,0,2,3,2,FO01,2
V2:L3:Q3:R10:M6,277.7,47,F,3,6,3F,3,10,3,3,FO05,2
V2:L3:Q3:R10:M5,236.6,51,F,3,5,3F,3,10,2,3,FO05,2
V2:L3:Q3:R10:M4,195.4,54,F,3,4,3F,3,10,1,3,FO05,2
V2:L3:Q3:R10:M3,154.3,56,F,3,3,3F,3,10,3,3,FO04,2
V2:L3:Q3:R19:M15,545.4,20,F,3,15,1B,3,19,1,1,FI12,2
V2:L3:Q3:R19:M14,510.8,25,F,3,14,1B,3,19,5,1,FM11,2
V2:L3:Q3:R19:M13,475.8,29,F,3,13,1B,3,19,4,1,FM11,2
V2:L3:Q3:R19:M12,440.7,32,F,3,12,1B,3,19,3,1,FM11,2
V2:L3:Q3:R19:M11,405.7,35,F,3,11,1B,3,19,2,1,FM11,2
V2:L3:Q3:R19:M10,370.6,38,F,3,10,1B,3,19,1,1,FM11,2
V2:L0:Q0:R6:M2,71.8,60,F,0,2,2F,0,6,2,1,FO03,2
V2:L0:Q0:R6:M1,30.7,62,F,0,1,2F,0,6,1,1,FO03,2
V2:L0:Q0:R7:M10,376.7,37,F,0,10,2F,0,7,4,2,FM05,2
V2:L0:Q0:R7:M9,341.7,40,F,0,9,2F,0,7,3,2,FM05,2
V2:L0:Q0:R7:M8,306.6,44,F,0,8,2F,0,7,2,2,FM05,2
V2:L0:Q0:R7:M7,271.6,48,F,0,7,2F,0,7,1,2,FM05,2
V2:L0:Q0:R2:M2,71.8,60,F,0,2,1F,0,2,2,2,FO01,2
V2:L0:Q0:R2:M1,30.7,62,F,0,1,1F,0,2,1,2,FO01,2
V2:L0:Q0:R3:M18,639.4,4,F,0,18,1F,0,3,4,3,FI01,2
V2:L0:Q0:R3:M17,607.2,9,F,0,17,1F,0,3,3,3,FI01,2
V2:L0:Q0:R3:M16,575.1,15,F,0,16,1F,0,3,2,3,FI01,2
V2:L0:Q0:R3:M15,543.0,21,F,0,15,1F,0,3,1,3,FI01,2
V2:L3:Q3:R19:M9,335.6,41,F,3,9,1B,3,19,4,1,FM12,2
V2:L3:Q3:R19:M8,300.5,45,F,3,8,1B,3,19,3,1,FM12,2
V2:L3:Q3:R19:M7,265.5,49,F,3,7,1B,3,19,2,1,FM12,2
V2:L3:Q3:R19:M6,230.5,52,F,3,6,1B,3,19,1,1,FM12,2
V2:L3:Q3:R19:M5,195.4,54,F,3,5,1B,3,19,5,1,FO12,2
V2:L3:Q3:R19:M4,154.3,56,F,3,4,1B,3,19,4,1,FO12,2
V2:L3:Q3:R19:M3,113.1,58,F,3,3,1B,3,19,3,1,FO12,2
V2:L0:Q0:R7:M6,236.6,51,F,0,6,2F,0,7,6,2,FO03,2
V2:L0:Q0:R7:M5,195.4,54,F,0,5,2F,0,7,5,2,FO03,2
V2:L0:Q0:R7:M4,154.3,56,F,0,4,2F,0,7,4,2,FO03,2
V2:L0:Q0:R7:M3,113.1,58,F,0,3,2F,0,7,3,2,FO03,2
V2:L0:Q0:R7:M2,71.8,60,F,0,2,2F,0,7,2,2,FO03,2
V2:L0:Q0:R7:M1,30.7,62,F,0,1,2F,0,7,1,2,FO03,2
V2:L0:Q0:R8:M8,355.2,39,F,0,8,3F,0,8,2,1,FM06,2
V2:L0:Q0:R3:M14,510.8,25,F,0,14,1F,0,3,5,3,FM01,2
V2:L0:Q0:R3:M13,475.8,29,F,0,13,1F,0,3,4,3,FM01,2
V2:L3:Q3:R10:M2,113.1,58,F,3,2,3F,3,10,2,3,FO04,2
V2:L3:Q3:R19:M2,71.8,60,F,3,2,1B,3,19,2,1,FO12,2
V2:L3:Q3:R19:M1,30.7,62,F,3,1,1B,3,19,1,1,FO12,2
V2:L3:Q3:R20:M18,636.5,5,F,3,18,1B,3,20,4,2,FI12,2
V2:L3:Q3:R20:M17,604.3,10,F,3,17,1B,3,20,3,2,FI12,2
V2:L3:Q3:R20:M16,572.2,16,F,3,16,1B,3,20,2,2,FI12,2
V2:L3:Q3:R20:M15,540.1,22,F,3,15,1B,3,20,1,2,FI12,2
V2:L0:Q0:R8:M7,320.2,42,F,0,7,3F,0,8,1,1,FM06,2
V2:L0:Q0:R8:M6,277.7,47,F,0,6,3F,0,8,2,1,FM05,2
V2:L0:Q0:R8:M5,236.6,51,F,0,5,3F,0,8,1,1,FM05,2
V2:L0:Q0:R8:M4,195.4,54,F,0,4,3F,0,8,4,1,FO04,2
V2:L0:Q0:R3:M12,440.7,32,F,0,12,1F,0,3,3,3,FM01,2
V2:L0:Q0:R3:M11,405.7,35,F,0,11,1F,0,3,2,3,FM01,2
V2:L0:Q0:R3:M10,370.6,38,F,0,10,1F,0,3,1,3,FM01,2
V2:L0:Q0:R3:M9,335.6,41,F,0,9,1F,0,3,4,3,FM02,2
V2:L0:Q0:R3:M8,300.5,45,F,0,8,1F,0,3,3,3,FM02,2
V2:L0:Q0:R3:M7,265.5,49,F,0,7,1F,0,3,2,3,FM02,2
V2:L0:Q0:R3:M6,230.5,52,F,0,6,1F,0,3,1,3,FM02,2
V2:L3:Q3:R10:M1,71.8,60,F,3,1,3F,3,10,1,3,FO04,2
V2:L3:Q3:R11:M6,306.6,44,F,3,6,3F,3,11,6,1,FO06,2
V2:L3:Q3:R20:M14,507.9,26,F,3,14,1B,3,20,5,2,FM11,2
V2:L3:Q3:R20:M13,475.8,29,F,3,13,1B,3,20,4,2,FM11,2
V2:L0:Q0:R8:M3,154.3,56,F,0,3,3F,0,8,3,1,FO04,2
V2:L0:Q0:R8:M2,113.1,58,F,0,2,3F,0,8,2,1,FO04,2
V2:L0:Q0:R8:M1,71.8,60,F,0,1,3F,0,8,1,1,FO04,2
V2:L0:Q0:R9:M8,355.2,39,F,0,8,3F,0,9,4,2,FO05,2
V2:L0:Q0:R9:M7,312.8,43,F,0,7,3F,0,9,3,2,FO05,2
V2:L0:Q0:R9:M6,277.7,47,F,0,6,3F,0,9,2,2,FO05,2
V2:L0:Q0:R9:M5,236.6,51,F,0,5,3F,0,9,1,2,FO05,2
V2:L0:Q0:R3:M5,195.4,54,F,0,5,1F,0,3,5,3,FO01,2
V2:L0:Q0:R3:M4,154.3,56,F,0,4,1F,0,3,4,3,FO01,2
V2:L0:Q0:R3:M3,113.1,58,F,0,3,1F,0,3,3,3,FO01,2
V2:L0:Q0:R3:M2,71.8,60,F,0,2,1F,0,3,2,3,FO01,2
V2:L0:Q0:R3:M1,30.7,62,F,0,1,1F,0,3,1,3,FO01,2
V2:L0:Q0:R4:M16,584.1,12,F,0,16,2F,0,4,1,1,FI10,2
V2:L3:Q3:R11:M5,271.6,48,F,3,5,3F,3,11,5,1,FO06,2
V2:L3:Q3:R11:M4,236.6,51,F,3,4,3F,3,11,4,1,FO06,2
V2:L3:Q3:R11:M3,195.4,54,F,3,3,3F,3,11,3,1,FO06,2
V2:L3:Q3:R11:M2,154.3,56,F,3,2,3F,3,11,2,1,FO06,2
V2:L3:Q3:R11:M1,113.1,58,F,3,1,3F,3,11,1,1,FO06,2
V2:L3:Q3:R12:M5,271.6,48,F,3,5,3F,3,12,5,2,FO06,2
V2:L3:Q3:R12:M4,236.6,51,F,3,4,3F,3,12,4,2,FO06,2
V2:L3:Q3:R20:M12,440.7,32,F,3,12,1B,3,20,3,2,FM11,2
V2:L3:Q3:R20:M11,405.7,35,F,3,11,1B,3,20,2,2,FM11,2
V2:L3:Q3:R20:M10,370.6,38,F,3,10,1B,3,20,1,2,FM11,2
V2:L3:Q3:R20:M9,335.6,41,F,3,9,1B,3,20,4,2,FM12,2
V2:L0:Q0:R9:M4,195.4,54,F,0,4,3F,0,9,4,2,FO04,2
V2:L0:Q0:R9:M3,154.3,56,F,0,3,3F,0,9,3,2,FO04,2
V2:L0:Q0:R9:M2,113.1,58,F,0,2,3F,0,9,2,2,FO04,2
V2:L0:Q0:R9:M1,71.8,60,F,0,1,3F,0,9,1,2,FO04,2
V2:L0:Q0:R10:M7,312.8,43,F,0,7,3F,0,10,4,3,FO05,2
V2:L0:Q0:R10:M6,277.7,47,F,0,6,3F,0,10,3,3,FO05,2
V2:L0:Q0:R10:M5,236.6,51,F,0,5,3F,0,10,2,3,FO05,2
V2:L0:Q0:R4:M15,552.0,18,F,0,15,2F,0,4,5,1,FM03,2
V2:L0:Q0:R4:M14,516.9,24,F,0,14,2F,0,4,4,1,FM03,2
V2:L0:Q0:R4:M13,481.9,28,F,0,13,2F,0,4,3,1,FM03,2
V2:L0:Q0:R4:M12,446.8,31,F,0,12,2F,0,4,2,1,FM03,2
V2:L0:Q0:R4:M11,411.8,34,F,0,11,2F,0,4,1,1,FM03,2
V2:L0:Q0:R4:M10,376.7,37,F,0,10,2F,0,4,4,1,FM04,2
V2:L0:Q0:R4:M9,341.7,40,F,0,9,2F,0,4,3,1,FM04,2
V2:L3:Q3:R12:M3,195.4,54,F,3,3,3F,3,12,3,2,FO06,2
V2:L3:Q3:R12:M2,154.3,56,F,3,2,3F,3,12,2,2,FO06,2
V2:L3:Q3:R12:M1,113.1,58,F,3,1,3F,3,12,1,2,FO06,2
V2:L3:Q3:R13:M4,306.6,44,F,3,4,3F,3,13,4,1,FO07,2
V2:L3:Q3:R20:M8,300.5,45,F,3,8,1B,3,20,3,2,FM12,2
V2:L3:Q3:R20:M7,265.5,49,F,3,7,1B,3,20,2,2,FM12,2
V2:L3:Q3:R20:M6,230.5,52,F,3,6,1B,3,20,1,2,FM12,2
V2:L3:Q3:R20:M5,195.4,54,F,3,5,1B,3,20,5,2,FO12,2
V2:L3:Q3:R20:M4,154.3,56,F,3,4,1B,3,20,4,2,FO12,2
V2:L3:Q3:R20:M3,113.1,58,F,3,3,1B,3,20,3,2,FO12,2
V2:L0:Q0:R10:M4,195.4,54,F,0,4,3F,0,10,1,3,FO05,2
V2:L0:Q0:R10:M3,154.3,56,F,0,3,3F,0,10,3,3,FO04,2
V2:L0:Q0:R10:M2,113.1,58,F,0,2,3F,0,10,2,3,FO04,2
V2:L0:Q0:R10:M1,71.8,60,F,0,1,3F,0,10,1,3,FO04,2
V2:L0:Q0:R11:M6,306.6,44,F,0,6,3F,0,11,6,1,FO06,2
V2:L0:Q0:R4:M8,306.6,44,F,0,8,2F,0,4,2,1,FM04,2
V2:L0:Q0:R4:M7,271.6,48,F,0,7,2F,0,4,1,1,FM04,2
V2:L0:Q0:R4:M6,236.6,51,F,0,6,2F,0,4,6,1,FO02,2
V2:L0:Q0:R4:M5,195.4,54,F,0,5,2F,0,4,5,1,FO02,2
V2:L0:Q0:R4:M4,154.3,56,F,0,4,2F,0,4,4,1,FO02,2
V2:L0:Q0:R4:M3,113.1,58,F,0,3,2F,0,4,3,1,FO02,2
V2:L0:Q0:R4:M2,71.8,60,F,0,2,2F,0,4,2,1,FO02,2
V2:L3:Q3:R13:M3,271.6,48,F,3,3,3F,3,13,3,1,FO07,2
V2:L3:Q3:R13:M2,236.6,51,F,3,2,3F,3,13,2,1,FO07,2
V2:L3:Q3:R13:M1,195.4,54,F,3,1,3F,3,13,1,1,FO07,2
V2:L3:Q3:R14:M1,306.6,44,F,3,1,3F,3,14,1,2,FO07,2
V2:L3:Q3:R15:M10,390.3,36,F,3,10,2B,3,15,5,1,FM08,2
V2:L3:Q3:R15:M9,355.2,39,F,3,9,2B,3,15,4,1,FM08,2
V2:L3:Q3:R15:M8,320.2,42,F,3,8,2B,3,15,3,1,FM08,2
V2:L3:Q3:R20:M2,71.8,60,F,3,2,1B,3,20,2,2,FO12,2
V2:L3:Q3:R20:M1,30.7,62,F,3,1,1B,3,20,1,2,FO12,2
V2:L3:Q3:R21:M18,645.5,3,F,3,18,1B,3,21,4,3,FI12,2
V2:L3:Q3:R21:M17,613.3,8,F,3,17,1B,3,21,3,3,FI12,2
V2:L0:Q0:R11:M5,271.6,48,F,0,5,3F,0,11,5,1,FO06,2
V2:L0:Q0:R11:M4,236.6,51,F,0,4,3F,0,11,4,1,FO06,2
V2:L0:Q0:R11:M3,195.4,54,F,0,3,3F,0,11,3,1,FO06,2
V2:L0:Q0:R11:M2,154.3,56,F,0,2,3F,0,11,2,1,FO06,2
V2:L0:Q0:R11:M1,113.1,58,F,0,1,3F,0,11,1,1,FO06,2
V2:L0:Q0:R12:M5,271.6,48,F,0,5,3F,0,12,5,2,FO06,2
V2:L0:Q0:R4:M1,30.7,62,F,0,1,2F,0,4,1,1,FO02,2
V2:L0:Q0:R5:M14,516.9,24,F,0,14,2F,0,5,4,2,FM03,2
V2:L0:Q0:R5:M13,481.9,28,F,0,13,2F,0,5,3,2,FM03,2
V2:L0:Q0:R5:M12,446.8,31,F,0,12,2F,0,5,2,2,FM03,2
V2:L0:Q0:R5:M11,411.8,34,F,0,11,2F,0,5,1,2,FM03,2
V2:L0:Q0:R5:M10,376.7,37,F,0,10,2F,0,5,4,2,FM04,2
V2:L0:Q0:R5:M9,341.7,40,F,0,9,2F,0,5,3,2,FM04,2
V2:L3:Q3:R15:M7,285.1,46,F,3,7,2B,3,15,2,1,FM08,2
V2:L3:Q3:R15:M6,250.1,50,F,3,6,2B,3,15,1,1,FM08,2
V2:L3:Q3:R15:M5,208.9,53,F,3,5,2B,3,15,5,1,FO08,2
V2:L3:Q3:R15:M4,167.8,55,F,3,4,2B,3,15,4,1,FO08,2
V2:L3:Q3:R15:M3,126.6,57,F,3,3,2B,3,15,3,1,FO08,2
V2:L3:Q3:R21:M16,581.2,13,F,3,16,1B,3,21,2,3,FI12,2
V2:L3:Q3:R21:M15,549.1,19,F,3,15,1B,3,21,1,3,FI12,2
V2:L3:Q3:R21:M14,516.9,24,F,3,14,1B,3,21,4,3,FM11,2
V2:L3:Q3:R21:M13,481.9,28,F,3,13,1B,3,21,3,3,FM11,2
V2:L0:Q0:R12:M4,236.6,51,F,0,4,3F,0,12,4,2,FO06,2
V2:L0:Q0:R12:M3,195.4,54,F,0,3,3F,0,12,3,2,FO06,2
V2:L0:Q0:R12:M2,154.3,56,F,0,2,3F,0,12,2,2,FO06,2
V2:L0:Q0:R12:M1,113.1,58,F,0,1,3F,0,12,1,2,FO06,2
V2:L0:Q0:R13:M4,306.6,44,F,0,4,3F,0,13,4,1,FO07,2
V2:L0:Q0:R13:M3,271.6,48,F,0,3,3F,0,13,3,1,FO07,2
V2:L0:Q0:R13:M2,236.6,51,F,0,2,3F,0,13,2,1,FO07,2
V2:L0:Q0:R5:M8,306.6,44,F,0,8,2F,0,5,2,2,FM04,2
V2:L0:Q0:R5:M7,271.6,48,F,0,7,2F,0,5,1,2,FM04,2
V2:L0:Q0:R5:M6,236.6,51,F,0,6,2F,0,5,6,2,FO02,2
V2:L3:Q3:R15:M2,85.4,59,F,3,2,2B,3,15,2,1,FO08,2
V2:L3:Q3:R15:M1,44.2,61,F,3,1,2B,3,15,1,1,FO08,2
V2:L3:Q3:R16:M12,460.4,30,F,3,12,2B,3,16,7,2,FM08,2
V2:L3:Q3:R16:M11,425.3,33,F,3,11,2B,3,16,6,2,FM08,2
V2:L3:Q3:R16:M10,390.3,36,F,3,10,2B,3,16,5,2,FM08,2
V2:L3:Q3:R16:M9,355.2,39,F,3,9,2B,3,16,4,2,FM08,2
V2:L3:Q3:R16:M8,320.2,42,F,3,8,2B,3,16,3,2,FM08,2
V2:L3:Q3:R21:M12,446.8,31,F,3,12,1B,3,21,2,3,FM11,2
V2:L3:Q3:R21:M11,411.8,34,F,3,11,1B,3,21,1,3,FM11,2
V2:L3:Q3:R21:M10,376.7,37,F,3,10,1B,3,21,5,3,FM12,2
V2:L3:Q3:R21:M9,341.7,40,F,3,9,1B,3,21,4,3,FM12,2
V2:L3:Q3:R21:M8,306.6,44,F,3,8,1B,3,21,3,3,FM12,2
V2:L3:Q3:R21:M7,271.6,48,F,3,7,1B,3,21,2,3,FM12,2
V2:L3:Q3:R21:M6,236.6,51,F,3,6,1B,3,21,1,3,FM12,2
V2:L0:Q0:R13:M1,195.4,54,F,0,1,3F,0,13,1,1,FO07,2
V2:L0:Q0:R14:M1,306.6,44,F,0,1,3F,0,14,1,2,FO07,2
V2:L0:Q0:R15:M10,390.3,36,F,0,10,2B,0,15,5,1,FM08,2
V2:L0:Q0:R15:M9,355.2,39,F,0,9,2B,0,15,4,1,FM08,2
V2:L0:Q0:R15:M8,320.2,42,F,0,8,2B,0,15,3,1,FM08,2
V2:L0:Q0:R15:M7,285.1,46,F,0,7,2B,0,15,2,1,FM08,2
V2:L0:Q0:R15:M6,250.1,50,F,0,6,2B,0,15,1,1,FM08,2
V2:L3:Q3:R6:M7,271.6,48,F,3,7,2F,3,6,1,1,FM05,2
V2:L3:Q3:R6:M6,236.6,51,F,3,6,2F,3,6,6,1,FO03,2
V2:L3:Q3:R6:M5,195.4,54,F,3,5,2F,3,6,5,1,FO03,2
V2:L3:Q3:R6:M4,154.3,56,F,3,4,2F,3,6,4,1,FO03,2
V2:L3:Q3:R6:M3,113.1,58,F,3,3,2F,3,6,3,1,FO03,2
V2:L3:Q3:R6:M2,71.8,60,F,3,2,2F,3,6,2,1,FO03,2
V2:L3:Q3:R6:M1,30.7,62,F,3,1,2F,3,6,1,1,FO03,2
V2:L3:Q3:R16:M7,285.1,46,F,3,7,2B,3,16,2,2,FM08,2
V2:L3:Q3:R16:M6,250.1,50,F,3,6,2B,3,16,1,2,FM08,2
V2:L3:Q3:R16:M5,208.9,53,F,3,5,2B,3,16,5,2,FO08,2
V2:L3:Q3:R16:M4,167.8,55,F,3,4,2B,3,16,4,2,FO08,2
V2:L3:Q3:R21:M5,195.4,54,F,3,5,1B,3,21,5,3,FO12,2
V2:L3:Q3:R21:M4,154.3,56,F,3,4,1B,3,21,4,3,FO12,2
V2:L3:Q3:R21:M3,113.1,58,F,3,3,1B,3,21,3,3,FO12,2
V2:L3:Q3:R21:M2,71.8,60,F,3,2,1B,3,21,2,3,FO12,2
V2:L3:Q3:R21:M1,30.7,62,F,3,1,1B,3,21,1,3,FO12,2
V1:L0:Q0:R1:M18,636.5,5,F,0,18,1F,0,1,4,1,FI01,1
V1:L0:Q0:R1:M17,604.3,10,F,0,17,1F,0,1,3,1,FI01,1
V2:L0:Q0:R15:M5,208.9,53,F,0,5,2B,0,15,5,1,FO08,2
V2:L0:Q0:R15:M4,167.8,55,F,0,4,2B,0,15,4,1,FO08,2
V2:L0:Q0:R15:M3,126.6,57,F,0,3,2B,0,15,3,1,FO08,2
V2:L0:Q0:R15:M2,85.4,59,F,0,2,2B,0,15,2,1,FO08,2
V2:L0:Q0:R15:M1,44.2,61,F,0,1,2B,0,15,1,1,FO08,2
V2:L0:Q0:R16:M12,460.4,30,F,0,12,2B,0,16,7,2,FM08,2
V2:L0:Q0:R16:M11,425.3,33,F,0,11,2B,0,16,6,2,FM08,2
